ASV,size,cutoff,phylum_name,class_name,order_name,family_name,genus_name,species_name,phylum_score,class_score,order_score,family_score,genus_score,species_score
uniq589973,4,+,Streptophyta,NA,Malpighiales,Erythroxylaceae,Erythroxylum,Erythroxylum deciduum,1,0.91,0.6,0.58,0.58,0.37
uniq591089,4,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.97,0.33,0.1,0.1,0.1,0.1
uniq590158,4,+,Streptophyta,NA,Polytrichales,Polytrichaceae,Nitella,Polytrichum piliferum,0.92,0.41,0.07,0.07,0.06,0.04
uniq591018,4,+,Streptophyta,NA,Ericales,Sapotaceae,Pradosia,Pradosia cochlearia,0.9,0.65,0.14,0.14,0.09,0.04
uniq590559,4,+,Streptophyta,NA,Rosales,Fabaceae,Girardinia,Girardinia diversifolia,0.96,0.51,0.09,0.04,0.04,0.04
uniq590780,4,+,Streptophyta,NA,Myrtales,Myrtaceae,Eugenia,NA,1,0.94,0.94,0.94,0.9,0.64
uniq589033,4,+,Streptophyta,NA,Gentianales,Rubiaceae,Psychotria,NA,1,1,0.99,0.99,0.99,0.85
uniq590969,4,+,Streptophyta,NA,Cucurbitales,Characeae,Nitella,Tarenaya longicarpa,0.97,0.62,0.11,0.09,0.09,0.03
uniq589652,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba pubescens,1,1,1,1,0.95,0.2
uniq589030,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba northropiae,1,1,1,0.99,0.98,0.27
uniq590901,4,+,Streptophyta,NA,Fabales,Fabaceae,Nitella,Calypogeia orientalis,0.97,0.46,0.09,0.08,0.07,0.03
uniq591519,4,+,Streptophyta,NA,Hypnales,Characeae,Nitella,Nitella pulchella,0.98,0.4,0.13,0.09,0.09,0.04
uniq589582,4,+,Streptophyta,NA,Fabales,Fabaceae,Dalbergia,Dalbergia congestiflora,1,1,1,1,1,0.96
uniq590125,4,+,Streptophyta,NA,Brassicales,Capparaceae,Maerua,Maerua grantii,1,0.59,0.28,0.28,0.18,0.18
uniq591638,4,+,Streptophyta,NA,Sapindales,Poaceae,Pogonatum,NA,0.88,0.48,0.11,0.08,0.06,0.04
uniq591017,4,+,Streptophyta,NA,Poales,Cyperaceae,Schoenus,NA,0.98,0.59,0.09,0.08,0.08,0.03
uniq591773,4,+,Streptophyta,NA,Marchantiales,Characeae,Nitella,Riccia huebeneriana,0.96,0.25,0.14,0.14,0.14,0.08
uniq590628,4,+,Streptophyta,NA,Lamiales,Acanthaceae,Ruellia,NA,1,1,0.72,0.72,0.63,0.35
uniq590644,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba pubescens,1,1,1,1,0.98,0.29
uniq591674,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Riccia furfuracea,0.99,0.39,0.18,0.17,0.09,0.04
uniq591381,4,+,Streptophyta,NA,Asterales,Asteraceae,Tehuana,Tehuana calzadae,1,1,1,1,1,1
uniq590960,4,+,Streptophyta,NA,Fabales,Fabaceae,Cenostigma,Cenostigma eriostachys,1,1,1,1,1,0.95
uniq591972,4,+,Streptophyta,NA,Santalales,Loranthaceae,Tripodanthus,Tripodanthus acutifolius,1,0.99,0.89,0.89,0.4,0.4
uniq592904,4,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.98,0.35,0.16,0.15,0.15,0.15
uniq590838,4,+,Streptophyta,NA,Rosales,Urticaceae,Cecropia,NA,1,1,1,1,1,0.98
uniq591294,4,+,Streptophyta,NA,Cupressales,Taxaceae,Taxus,NA,1,1,1,1,1,0.65
uniq590833,4,+,Streptophyta,NA,Fabales,Fabaceae,Calliandra,Calliandra caeciliae,1,1,1,1,1,0.8
uniq591221,4,+,Streptophyta,Magnoliopsida,Commelinales,Commelinaceae,Commelina,Commelina erecta,1,1,1,1,1,1
uniq590834,4,+,Streptophyta,NA,Malvales,Malvaceae,Bakeridesia,NA,1,1,1,1,0.96,0.52
uniq591641,4,+,Streptophyta,NA,Santalales,Loranthaceae,Cladocolea,Cladocolea cupulata,1,1,0.99,0.99,0.44,0.44
uniq591953,4,+,Streptophyta,NA,Porellales,Orchidaceae,Trebouxia,NA,0.72,0.31,0.1,0.08,0.07,0.05
uniq591703,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,NA,0.93,0.41,0.18,0.18,0.05,0.03
uniq591219,4,+,Streptophyta,NA,Malvales,Malvaceae,Ceiba,Ceiba schottii,1,1,1,1,1,0.43
uniq591417,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lepidolejeunea,Lepidolejeunea bidentula,0.9,0.38,0.16,0.15,0.06,0.03
uniq590655,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba northropiae,1,1,1,0.98,0.95,0.31
uniq591915,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba pubescens,1,1,1,1,0.98,0.33
uniq592083,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,NA,1,1,0.99,0.98,0.93,0.39
uniq592801,4,+,Streptophyta,NA,Piperales,Piperaceae,Peperomia,unknown Peperomia ,1,0.99,0.99,0.99,0.99,0.41
uniq593049,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Chloropicon,Chloropicon laureae,0.93,0.49,0.15,0.1,0.03,0.03
uniq590928,4,+,Streptophyta,NA,Asterales,Asteraceae,Otopappus,Otopappus epaleaceus,1,1,0.97,0.97,0.82,0.47
uniq591412,4,+,Streptophyta,NA,Asterales,Asteraceae,Tridax,Tridax procumbens,1,0.99,0.97,0.97,0.64,0.64
uniq591297,4,+,Streptophyta,NA,Fagales,Betulaceae,Carpinus,NA,1,1,1,1,0.99,0.89
uniq591999,4,+,Streptophyta,NA,Malpighiales,Salicaceae,Casearia,NA,1,0.95,0.91,0.9,0.64,0.64
uniq592336,4,+,Streptophyta,NA,Santalales,Loranthaceae,Tripodanthus,Tripodanthus acutifolius,1,1,0.99,0.99,0.37,0.33
uniq592712,4,+,Streptophyta,Liliopsida,Asparagales,Salviniaceae,Azolla,Azolla caroliniana,0.97,0.27,0.15,0.13,0.13,0.1
uniq592166,4,+,Streptophyta,NA,Boraginales,Cordiaceae,Varronia,Varronia guanacastensis,1,1,1,1,0.82,0.25
uniq592544,4,+,Streptophyta,NA,Malvales,Malvaceae,Ceiba,Ceiba aesculifolia,1,1,1,1,1,0.6
uniq591697,4,+,Streptophyta,NA,Gentianales,Rubiaceae,Chiococca,Chiococca sessilifolia,1,1,1,1,0.89,0.6
uniq593327,4,+,Streptophyta,NA,Poales,Ulvaceae,Ulva,NA,0.9,0.48,0.09,0.07,0.07,0.07
uniq593598,4,+,Streptophyta,Bryopsida,NA,NA,Coccomyxa,unknown Coccomyxa ,0.72,0.29,0.2,0.2,0.11,0.05
uniq591048,4,+,Streptophyta,NA,Fabales,Fabaceae,Pterocarpus,Pterocarpus amphymenium,1,1,1,1,1,0.34
uniq593356,4,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Cionosicys,Calycophysum pedunculatum,1,0.93,0.93,0.93,0.24,0.17
uniq591751,4,+,Streptophyta,NA,Lamiales,Bignoniaceae,Handroanthus,Handroanthus impetiginosus,1,1,1,1,1,0.96
uniq594440,4,+,Streptophyta,NA,Marchantiales,Characeae,Nitella,Nitella gracillima,0.91,0.39,0.15,0.1,0.1,0.07
uniq592270,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Dendrobium,Crepidium resupinatum,0.96,0.48,0.32,0.27,0.08,0.05
uniq591189,4,+,Streptophyta,NA,Malpighiales,Phyllanthaceae,Richeria,Richeria grandis,1,1,0.99,0.99,0.89,0.89
uniq593667,4,+,Streptophyta,NA,Zingiberales,Zingiberaceae,Riccia,unknown Riedelia ,0.96,0.36,0.1,0.1,0.06,0.04
uniq593630,4,+,Streptophyta,NA,Porellales,Characeae,Nitella,NA,0.96,0.34,0.09,0.06,0.06,0.04
uniq592271,4,+,Streptophyta,NA,Myrtales,Onagraceae,Lopezia,Lopezia racemosa,1,1,1,1,1,1
uniq593068,4,+,Streptophyta,Liliopsida,Poales,Poaceae,Zea,NA,1,1,1,1,1,0.36
uniq593825,4,+,Streptophyta,NA,Fabales,Fabaceae,Phaseolus,Phaseolus microcarpus,1,1,1,1,1,0.35
uniq592250,4,+,Streptophyta,NA,Sapindales,Meliaceae,Aglaia,NA,1,0.96,0.76,0.66,0.3,0.18
uniq592029,4,+,Streptophyta,NA,Malvales,Malvaceae,Ceiba,Ceiba acuminata,1,1,1,1,1,0.52
uniq593095,4,+,Streptophyta,NA,Solanales,Solanaceae,Solanum,Solanum manabiense,1,0.96,0.96,0.96,0.73,0.17
uniq593781,4,+,Streptophyta,NA,Asterales,Asteraceae,Euphorbia,Fordia splendidissima,1,0.86,0.16,0.16,0.08,0.05
uniq593609,4,+,Streptophyta,NA,Fabales,Fabaceae,Piscidia,Piscidia carthagenensis,1,0.97,0.97,0.97,0.84,0.49
uniq592393,4,+,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea clavata,1,1,1,1,1,0.99
uniq593050,4,+,Streptophyta,NA,Solanales,Solanaceae,Capsicum,NA,1,1,1,1,0.94,0.66
uniq592762,4,+,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Marsdenia,Marsdenia zimapanica,1,0.99,0.99,0.99,0.99,0.6
uniq592718,4,+,Streptophyta,NA,Ericales,Primulaceae,Myrsine,Myrsine umbellata,1,0.99,0.99,0.99,0.96,0.83
uniq593118,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Lejeunea laetevirens,0.92,0.43,0.14,0.14,0.06,0.03
uniq594602,4,+,Streptophyta,NA,Lamiales,Fabaceae,Cornus,Cornus officinalis,0.92,0.66,0.13,0.1,0.07,0.07
uniq593287,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Nitella,Idiospermum australiense,0.93,0.41,0.09,0.08,0.06,0.02
uniq593437,4,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Sechiopsis,Sechiopsis tetraptera,1,1,0.99,0.99,0.91,0.88
uniq594069,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Azolla,Azolla caroliniana,0.98,0.42,0.09,0.08,0.06,0.05
uniq594394,4,+,Streptophyta,NA,Fabales,Fabaceae,Azolla,Azolla caroliniana,0.95,0.5,0.13,0.12,0.12,0.11
uniq594441,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Nitella,Nitella imperialis,0.98,0.42,0.1,0.09,0.08,0.03
uniq593133,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba belizensis,1,1,1,1,1,0.97
uniq591826,4,+,Streptophyta,NA,Lamiales,Acanthaceae,Anisacanthus,Anisacanthus puberulus,1,0.99,0.99,0.99,0.59,0.54
uniq594389,4,+,Streptophyta,NA,Ericales,Primulaceae,Myrsine,Myrsine umbellata,1,0.92,0.91,0.91,0.52,0.16
uniq594172,4,+,Streptophyta,NA,Oxalidales,Oxalidaceae,Oxalis,Oxalis barrelieri,1,0.95,0.81,0.81,0.81,0.45
uniq593740,4,+,Streptophyta,NA,Lamiales,Bignoniaceae,Tanaecium,Tanaecium bilabiatum,1,0.98,0.96,0.64,0.48,0.48
uniq594981,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Diospyros,NA,0.91,0.51,0.13,0.09,0.08,0.06
uniq592426,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba northropiae,1,1,1,1,0.98,0.28
uniq594587,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lepidolejeunea,Pogonatum neglectum,0.99,0.41,0.12,0.1,0.05,0.03
uniq593972,4,+,Streptophyta,NA,Fabales,Fabaceae,Zapoteca,Zapoteca tetragona,1,1,1,1,1,0.43
uniq595233,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Phyllanthus,Tetradymia canescens,0.94,0.55,0.16,0.13,0.04,0.04
uniq594105,4,+,Streptophyta,NA,Fabales,Fabaceae,Nitella,Azolla caroliniana,0.97,0.39,0.11,0.1,0.1,0.04
uniq593871,4,+,Streptophyta,NA,Rosales,Rosaceae,Prunus,unknown Prunus ,1,1,0.99,0.99,0.99,0.67
uniq595276,4,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Acalypha,Acalypha rhomboidea,1,1,0.84,0.82,0.82,0.66
uniq595077,4,+,Streptophyta,NA,Malpighiales,Erythroxylaceae,Erythroxylum,Erythroxylum deciduum,1,0.94,0.8,0.8,0.8,0.48
uniq594055,4,+,Streptophyta,NA,Myrtales,Combretaceae,Terminalia,Terminalia mantaly,1,1,1,1,1,0.43
uniq594383,4,+,Streptophyta,NA,Celastrales,Celastraceae,Pristimera,Pristimera celastroides,1,1,1,1,1,1
uniq592893,4,+,Streptophyta,NA,Solanales,Solanaceae,Solanum,Solanum adscendens,1,1,1,1,0.98,0.23
uniq594560,4,+,Streptophyta,NA,Myrtales,Combretaceae,Laguncularia,Laguncularia racemosa,1,1,1,1,1,1
uniq595444,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Cornus,Cornus officinalis,0.97,0.6,0.08,0.07,0.04,0.04
uniq595875,4,+,Streptophyta,NA,Porellales,Characeae,Nitella,NA,0.97,0.31,0.11,0.09,0.09,0.05
uniq595428,4,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Manihot,Manihot esculenta,1,0.79,0.42,0.34,0.19,0.19
uniq594600,4,+,Streptophyta,NA,Fabales,Fabaceae,Nissolia,NA,1,1,1,1,1,0.61
uniq594141,4,+,Streptophyta,NA,Laurales,Lauraceae,NA,NA,1,0.99,0.99,0.99,0.55,0.55
uniq596020,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.96,0.44,0.12,0.1,0.08,0.08
uniq594121,4,+,Streptophyta,NA,Fabales,Fabaceae,Vachellia,Vachellia collinsii,1,1,1,1,0.99,0.89
uniq594897,4,+,Streptophyta,NA,Brassicales,Brassicaceae,Brassica,NA,1,0.97,0.97,0.97,0.88,0.48
uniq596019,4,+,Streptophyta,NA,Fabales,Fabaceae,Calliandra,Calliandra tergemina,1,1,1,1,1,0.86
uniq595087,4,+,Streptophyta,NA,Lamiales,Acanthaceae,Tetramerium,Tetramerium tenuissimum,1,1,1,1,0.66,0.64
uniq596297,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Nitella,Nitella morongii,0.86,0.32,0.14,0.12,0.05,0.03
uniq596991,4,+,Streptophyta,NA,Malpighiales,Fabaceae,Rinorea,NA,0.96,0.69,0.14,0.1,0.05,0.05
uniq596992,4,+,Streptophyta,NA,Lamiales,Trebouxiaceae,Nitella,Nitella imperialis,0.9,0.53,0.11,0.07,0.07,0.03
uniq597387,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Azolla caroliniana,0.97,0.38,0.14,0.13,0.06,0.04
uniq594977,4,+,Streptophyta,NA,Gentianales,Apocynaceae,Forsteronia,Forsteronia leptocarpa,1,1,0.97,0.96,0.88,0.88
uniq596151,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,NA,0.98,0.39,0.15,0.12,0.05,0.03
uniq595620,4,+,Streptophyta,NA,Lamiales,Zingiberaceae,Klebsormidium,Schlotheimia appressifolia,0.91,0.5,0.1,0.06,0.04,0.03
uniq597376,4,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.93,0.39,0.09,0.09,0.09,0.08
uniq596166,4,+,Streptophyta,NA,Lamiales,Characeae,Nitella,NA,0.94,0.59,0.09,0.08,0.08,0.04
uniq596291,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Frullania,Riccia huebeneriana,0.97,0.36,0.16,0.09,0.07,0.05
uniq595461,4,+,Streptophyta,NA,Proteales,Proteaceae,Roupala,Roupala montana,1,1,1,1,1,1
uniq595415,4,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Bernardia,Bernardia dodecandra,1,1,1,1,1,0.91
uniq595293,4,+,Streptophyta,NA,Sapindales,Anacardiaceae,Mangifera,NA,1,1,1,1,1,0.83
uniq595939,4,+,Streptophyta,NA,Solanales,Solanaceae,Solanum,Solanum leucopogon,1,0.95,0.76,0.76,0.72,0.18
uniq595128,4,+,Streptophyta,NA,Solanales,Solanaceae,Solanum,NA,1,0.84,0.5,0.5,0.41,0.07
uniq596421,4,+,Streptophyta,NA,Asparagales,Poaceae,Anthoxanthum,Riccardia chamedryfolia,0.91,0.34,0.12,0.09,0.05,0.04
uniq596674,4,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.97,0.4,0.1,0.1,0.1,0.09
uniq595422,4,+,Streptophyta,NA,Asterales,Asteraceae,Otopappus,Otopappus epaleaceus,1,1,0.94,0.94,0.89,0.52
uniq597367,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Begonia,Notothixos subaureus,0.92,0.47,0.14,0.09,0.05,0.03
uniq597178,4,+,Streptophyta,NA,Chloranthales,Chloranthaceae,Hedyosmum,NA,1,1,1,1,1,0.67
uniq597280,4,+,Streptophyta,NA,Asparagales,Poaceae,Cornus,Cornus officinalis,0.88,0.57,0.13,0.1,0.07,0.07
uniq597153,4,+,Streptophyta,NA,Malpighiales,Erythroxylaceae,Erythroxylum,Erythroxylum deciduum,1,0.76,0.31,0.23,0.23,0.18
uniq596680,4,+,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,Manihot esculenta,1,0.59,0.59,0.59,0.59,0.59
uniq594857,4,+,Streptophyta,NA,Solanales,Solanaceae,Physalis,Physalis lagascae,1,0.95,0.94,0.94,0.93,0.19
uniq595905,4,+,Streptophyta,NA,Fabales,Fabaceae,Erythrostemon,Erythrostemon mexicanus,1,1,1,1,1,1
uniq595954,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,NA,1,0.97,0.97,0.96,0.96,0.36
uniq596368,4,+,Streptophyta,NA,Lamiales,Bignoniaceae,Handroanthus,Handroanthus impetiginosus,1,1,1,1,0.85,0.84
uniq597201,4,+,Streptophyta,NA,Rosales,Rosaceae,Amelanchier,Iresine diffusa,0.89,0.67,0.14,0.08,0.05,0.04
uniq596694,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Chlamydomonas,unknown Chlamydomonas ,0.92,0.48,0.19,0.12,0.04,0.04
uniq596711,4,+,Streptophyta,NA,Fabales,Fabaceae,Lysiloma,Lysiloma divaricatum,1,0.96,0.95,0.95,0.95,0.67
uniq597386,4,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella rigida,0.97,0.46,0.23,0.23,0.23,0.07
uniq596495,4,+,Streptophyta,NA,Asterales,Asteraceae,Pseudogynoxys,Pseudogynoxys haenkei,1,1,1,1,1,1
uniq596961,4,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.96,0.38,0.1,0.1,0.1,0.09
uniq596830,4,+,Streptophyta,NA,Celastrales,Celastraceae,Semialarium,Semialarium mexicanum,1,1,1,1,1,1
uniq596483,4,+,Streptophyta,NA,Malpighiales,Salicaceae,Casearia,NA,1,0.84,0.54,0.42,0.21,0.21
uniq597045,4,+,Streptophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Symbiochloris,NA,0.53,0.38,0.33,0.33,0.32,0.31
uniq597671,4,+,Streptophyta,NA,Laurales,Lauraceae,Nectandra,NA,1,0.97,0.97,0.97,0.78,0.78
uniq595699,4,+,Streptophyta,NA,Fabales,Fabaceae,Pleione,NA,1,0.64,0.48,0.48,0.17,0.17
uniq598270,4,+,Streptophyta,NA,Rosales,Rosaceae,Aiouea,Cornus officinalis,0.98,0.54,0.11,0.07,0.04,0.04
uniq596438,4,+,Streptophyta,NA,Asterales,Asteraceae,Zinnia,NA,1,1,0.98,0.98,0.31,0.22
uniq597599,4,+,Streptophyta,NA,Fabales,Fabaceae,Chamaecrista,Chamaecrista nictitans,1,1,1,1,1,0.98
uniq596843,4,+,Streptophyta,NA,Fabales,Fabaceae,Mimosa,Mimosa scabrella,1,1,0.98,0.98,0.96,0.59
uniq597035,4,+,Streptophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Symbiochloris,NA,0.52,0.43,0.33,0.33,0.33,0.19
uniq598494,4,+,Streptophyta,NA,Asparagales,Fabaceae,Frullania,NA,0.96,0.49,0.1,0.08,0.03,0.02
uniq597969,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Lejeunea laetevirens,0.98,0.39,0.15,0.14,0.08,0.04
uniq597433,4,+,Streptophyta,NA,Solanales,Solanaceae,Solanum,Solanum manabiense,1,0.98,0.96,0.96,0.81,0.61
uniq598896,4,+,Streptophyta,Liliopsida,Asparagales,Orchidaceae,Polytrichum,Polytrichum strictum,0.9,0.32,0.25,0.22,0.07,0.04
uniq598825,4,+,Streptophyta,NA,Fabales,Fabaceae,Caragana,NA,0.91,0.58,0.2,0.2,0.04,0.04
uniq598784,4,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Acalypha,Acalypha rhomboidea,1,0.99,0.82,0.79,0.79,0.61
uniq598310,4,+,Streptophyta,NA,Asparagales,Polytrichaceae,Nitella,Nitella gracillima,0.95,0.25,0.16,0.11,0.08,0.04
uniq598307,4,+,Streptophyta,NA,Caryophyllales,Amaranthaceae,Hebanthe,Hebanthe grandiflora,1,1,1,1,0.91,0.48
uniq598407,4,+,Streptophyta,Liliopsida,Arecales,Arecaceae,Astrocaryum,Acrocomia aculeata,1,1,1,1,0.5,0.45
uniq599218,4,+,Streptophyta,NA,Rosales,Rhamnaceae,Gouania,Gouania latifolia,1,0.96,0.96,0.96,0.96,0.8
uniq598696,4,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia graminea,1,1,1,1,1,0.78
uniq597808,4,+,Streptophyta,NA,Solanales,Convolvulaceae,Ipomoea,Ipomoea hederifolia,1,1,1,1,1,0.95
uniq597520,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba northropiae,1,1,1,1,1,0.57
uniq597807,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba northropiae,1,1,1,0.99,0.99,0.26
uniq597982,4,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Azolla caroliniana,0.98,0.39,0.08,0.07,0.06,0.04
uniq597491,4,+,Streptophyta,NA,Asterales,Asteraceae,Parthenium,Parthenium hysterophorus,1,1,1,1,0.99,0.99
uniq599909,4,+,Streptophyta,NA,Asparagales,Poaceae,Riccia,Riccardia longispica,0.89,0.29,0.09,0.08,0.06,0.04
uniq598954,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Cololejeunea,Cololejeunea schaeferi,0.87,0.55,0.11,0.09,0.04,0.04
uniq597961,4,+,Streptophyta,NA,Malvales,Malvaceae,Ceiba,Ceiba schottii,1,1,0.96,0.96,0.92,0.8
uniq597485,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba pubescens,1,1,0.99,0.99,0.97,0.32
uniq598178,4,+,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Marsdenia,Marsdenia tubularis,1,0.76,0.76,0.76,0.75,0.28
uniq598417,4,+,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Tristaniopsis,Tristaniopsis laurina,1,0.5,0.5,0.5,0.48,0.48
uniq598782,4,+,Streptophyta,NA,Sapindales,Sapindaceae,Thouinia,Thouinia paucidentata,1,1,1,1,1,0.99
uniq598595,4,+,Streptophyta,NA,Fabales,Fabaceae,Phanera,Phanera guianensis,1,1,1,1,0.99,0.96
uniq599723,4,+,Streptophyta,NA,Lamiales,Orthotrichaceae,Schlotheimia,Schlotheimia appressifolia,0.93,0.53,0.07,0.06,0.06,0.05
uniq599097,4,+,Streptophyta,NA,Lamiales,Fabaceae,Lepidolejeunea,NA,0.96,0.55,0.12,0.09,0.04,0.03
uniq598563,4,+,Streptophyta,NA,Brassicales,Brassicaceae,Brassica,NA,1,1,1,1,1,0.76
uniq599136,4,+,Streptophyta,NA,Asparagales,Fabaceae,Primulina,Polytrichum piliferum,0.99,0.44,0.09,0.09,0.04,0.03
uniq599810,4,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Lejeunea pterigonia,0.99,0.37,0.23,0.22,0.06,0.02
uniq598461,4,+,Streptophyta,NA,Sapindales,Sapindaceae,Serjania,Balsas guerrerensis,1,1,0.98,0.97,0.7,0.16
uniq598716,4,+,Streptophyta,NA,Sapindales,Sapindaceae,Thouinia,Thouinia paucidentata,1,1,0.99,0.99,0.99,0.79
uniq598765,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,NA,1,1,1,1,1,1
uniq597518,4,+,Streptophyta,NA,Sapindales,Sapindaceae,Paullinia,Paullinia clathrata,1,0.97,0.88,0.81,0.78,0.31
uniq599402,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Pleione,NA,1,0.46,0.35,0.34,0.2,0.2
uniq598751,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba northropiae,1,1,1,1,0.98,0.39
uniq599311,4,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba belizensis,1,0.98,0.97,0.94,0.89,0.4
uniq599566,4,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella gracillima,0.87,0.42,0.08,0.08,0.08,0.03
uniq597672,4,+,Streptophyta,NA,Asterales,Asteraceae,Otopappus,Otopappus epaleaceus,1,1,0.99,0.99,0.9,0.75
uniq599481,4,+,Streptophyta,NA,Asterales,Asteraceae,Tripleurospermum,NA,1,1,1,1,0.75,0.53
uniq599995,4,+,Streptophyta,NA,Gentianales,Fabaceae,Nitella,Albuca virens,0.96,0.5,0.11,0.1,0.09,0.04
uniq600050,4,+,Streptophyta,NA,Porellales,Vitaceae,Cissus,Riccia huebeneriana,0.95,0.56,0.08,0.04,0.04,0.02
uniq599208,4,+,Streptophyta,NA,Asparagales,Araceae,Homalomena,Amorphophallus muelleri,0.9,0.37,0.09,0.07,0.03,0.03
uniq598548,4,+,Streptophyta,NA,Asterales,Asteraceae,Zinnia,NA,1,0.99,0.99,0.99,0.92,0.55
uniq599854,4,+,Streptophyta,NA,Asparagales,Orchidaceae,Lactuca,Lactuca sativa,0.97,0.61,0.13,0.09,0.04,0.04
uniq600460,4,+,Streptophyta,NA,Malpighiales,Asteraceae,Nitella,Caulerpa racemosa,0.87,0.42,0.11,0.09,0.08,0.05
uniq598820,4,+,Streptophyta,NA,Fabales,Fabaceae,Lysiloma,Lysiloma latisiliquum,1,0.99,0.95,0.95,0.35,0.35
uniq600290,4,+,Streptophyta,NA,Lamiales,Fabaceae,Cornus,Cornus officinalis,0.93,0.57,0.13,0.11,0.07,0.07
uniq601034,4,+,Streptophyta,NA,Asterales,Fabaceae,Caulerpa,Caulerpa racemosa,0.81,0.43,0.1,0.08,0.04,0.03
uniq599467,4,+,Streptophyta,NA,Malpighiales,Erythroxylaceae,Erythroxylum,Erythroxylum argentinum,1,0.85,0.53,0.51,0.51,0.5
uniq600093,4,+,Streptophyta,NA,Sapindales,Burseraceae,Bursera,NA,1,1,1,1,0.98,0.34
uniq599653,4,+,Streptophyta,Liliopsida,Poales,Poaceae,Oplismenus,Oplismenus undulatifolius,1,1,1,1,1,0.68
uniq601085,4,+,Streptophyta,NA,Lamiales,Asteraceae,Callitriche,Callitriche sonderi,0.93,0.68,0.15,0.14,0.07,0.06
