ASV,size,cutoff,phylum_name,class_name,order_name,family_name,genus_name,species_name,phylum_score,class_score,order_score,family_score,genus_score,species_score
uniq205,31289,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Leptoderris brachyptera,0.96,0.51,0.17,0.14,0.1,0.03
uniq220,29857,+,Streptophyta,NA,Hypnales,Characeae,Nitella,NA,0.96,0.46,0.07,0.06,0.06,0.04
uniq211,30699,+,Streptophyta,NA,Fabales,Fabaceae,Ampelocissus,Wahlenbergia lobelioides,0.96,0.49,0.09,0.09,0.04,0.02
uniq229,28537,+,Streptophyta,NA,Porellales,Orchidaceae,Azolla,Azolla caroliniana,0.93,0.29,0.1,0.07,0.06,0.05
uniq227,28654,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Riccia huebeneriana,0.91,0.35,0.12,0.09,0.05,0.05
uniq181,35323,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Acalypha,Acalypha rhomboidea,1,0.97,0.68,0.67,0.61,0.51
uniq223,29477,+,Streptophyta,NA,Alismatales,Araceae,Aridarum,Aristolochia pothieri,0.99,0.47,0.12,0.12,0.04,0.03
uniq232,27776,+,Streptophyta,NA,Porellales,Lejeuneaceae,Potamogeton,NA,0.95,0.37,0.07,0.07,0.05,0.04
uniq209,30871,+,Streptophyta,NA,Malpighiales,Salicaceae,Casearia,NA,1,0.93,0.9,0.89,0.71,0.71
uniq190,33642,+,Streptophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Lepidolejeunea,Lepidolejeunea auriculata,0.99,0.39,0.37,0.36,0.1,0.06
uniq231,28037,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla pinnata,0.97,0.42,0.13,0.13,0.07,0.05
uniq171,37109,+,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Pisonia,Pisonia capitata,1,1,1,1,1,0.73
uniq264,24514,+,Streptophyta,NA,Caryophyllales,Convolvulaceae,Cuscuta,Cuscuta tinctoria,0.93,0.58,0.09,0.08,0.08,0.06
uniq185,35038,+,Streptophyta,NA,Lamiales,Bignoniaceae,Handroanthus,Handroanthus impetiginosus,1,1,1,1,0.99,0.96
uniq236,27395,+,Streptophyta,NA,Rosales,Fabaceae,Nitella,Polytrichum piliferum,0.99,0.49,0.08,0.08,0.07,0.03
uniq233,27581,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Riccia huebeneriana,0.92,0.27,0.1,0.1,0.05,0.04
uniq245,26169,+,Streptophyta,NA,Asparagales,Fabaceae,Riccia,Riccia huebeneriana,0.96,0.4,0.12,0.1,0.07,0.07
uniq242,26504,+,Streptophyta,NA,Polytrichales,Polytrichaceae,Polytrichum,Litwinowia tenuissima,0.94,0.42,0.09,0.09,0.07,0.03
uniq221,29646,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Nitella gracillima,0.98,0.41,0.09,0.09,0.07,0.07
uniq235,27401,+,Streptophyta,NA,Porellales,Frullaniaceae,Frullania,NA,0.93,0.28,0.13,0.07,0.07,0.05
uniq219,29862,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Podopterus,Podopterus mexicanus,1,1,1,0.99,0.99,0.99
uniq225,28839,+,Streptophyta,NA,Asterales,Asteraceae,Otopappus,Otopappus epaleaceus,1,1,0.99,0.99,0.96,0.48
uniq257,25332,+,Streptophyta,NA,Zingiberales,Zingiberaceae,Azolla,Azolla caroliniana,0.95,0.28,0.11,0.11,0.09,0.09
uniq180,35401,+,Streptophyta,NA,Fabales,Fabaceae,Lonchocarpus,NA,1,1,1,1,1,0.71
uniq200,32205,+,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,NA,1,0.99,0.89,0.89,0.21,0.13
uniq247,26136,+,Streptophyta,NA,Alismatales,Araceae,Homalomena,NA,0.96,0.44,0.13,0.13,0.07,0.04
uniq240,26594,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.98,0.39,0.15,0.15,0.15,0.15
uniq243,26500,+,Streptophyta,NA,Asparagales,Orchidaceae,Nitella,Nitella pulchella,0.93,0.36,0.14,0.1,0.07,0.03
uniq261,24873,+,Streptophyta,NA,Asparagales,Amaryllidaceae,Allium,Chloropicon laureae,0.86,0.43,0.25,0.13,0.11,0.03
uniq251,25923,+,Streptophyta,NA,Charales,Characeae,Nitella,Commelina communis,0.96,0.43,0.08,0.08,0.08,0.03
uniq224,29366,+,Streptophyta,NA,Fabales,Fabaceae,Leucaena,NA,1,1,1,1,1,0.9
uniq255,25374,+,Streptophyta,NA,Jungermanniales,Plagiochilaceae,Plagiochila,Azolla caroliniana,0.94,0.49,0.12,0.05,0.05,0.04
uniq256,25368,+,Streptophyta,NA,Charales,Characeae,Nitella,Lepidolejeunea auriculata,0.96,0.42,0.16,0.16,0.16,0.07
uniq254,25492,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.94,0.39,0.14,0.12,0.07,0.07
uniq210,30850,+,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea bracteata,1,0.95,0.95,0.95,0.95,0.93
uniq244,26480,+,Streptophyta,NA,Zingiberales,Gesneriaceae,Riedelia,unknown Riedelia ,0.93,0.32,0.1,0.08,0.05,0.05
uniq259,25148,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Riccia huebeneriana,0.98,0.35,0.12,0.08,0.08,0.07
uniq239,26972,+,Streptophyta,NA,Fabales,Fabaceae,Senegalia,Senegalia tenuifolia,1,1,1,1,1,0.93
uniq241,26532,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,unknown Riedelia ,0.94,0.31,0.22,0.18,0.06,0.04
uniq262,24715,+,Streptophyta,NA,Fabales,Fabaceae,Cenostigma,Cenostigma eriostachys,1,1,1,1,1,0.95
uniq274,23943,+,Streptophyta,NA,Hypnales,Salviniaceae,Azolla,Azolla caroliniana,0.97,0.34,0.08,0.08,0.08,0.08
uniq238,27266,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riedelia,unknown Riedelia ,0.95,0.38,0.16,0.14,0.04,0.04
uniq281,23276,+,Streptophyta,NA,Fabales,Fabaceae,Riccia,Azolla caroliniana,0.94,0.43,0.08,0.08,0.08,0.03
uniq275,23740,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.94,0.47,0.12,0.12,0.12,0.11
uniq250,25931,+,Streptophyta,NA,Malpighiales,Phyllanthaceae,Iresine,Iresine diffusa,1,0.94,0.27,0.22,0.13,0.13
uniq289,22769,+,Streptophyta,NA,Fabales,Fabaceae,Rivina,Rivina humilis,0.91,0.48,0.08,0.08,0.03,0.03
uniq208,30913,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Antigonon,Antigonon leptopus,1,1,1,0.98,0.98,0.98
uniq226,28804,+,Streptophyta,NA,Solanales,Solanaceae,Solanum,Solanum adscendens,1,1,1,1,0.85,0.37
uniq248,26104,+,Streptophyta,NA,Fabales,Fabaceae,Vachellia,Vachellia campechiana,1,0.99,0.99,0.99,0.99,0.66
uniq258,25188,+,Streptophyta,NA,Asparagales,Orchidaceae,Nitella,Lepidolejeunea auriculata,0.94,0.39,0.15,0.12,0.09,0.04
uniq292,22737,+,Streptophyta,NA,Sapindales,Anacardiaceae,Toxicodendron,Toxicodendron rydbergii,1,0.99,0.99,0.96,0.49,0.2
uniq270,24278,+,Streptophyta,Liliopsida,Poales,Trebouxiaceae,Trebouxia,NA,0.81,0.25,0.11,0.08,0.08,0.05
uniq249,26020,+,Streptophyta,NA,Asparagales,Brassicaceae,Nitella,Pogonatum pensilvanicum,0.99,0.5,0.11,0.07,0.05,0.03
uniq276,23664,+,Streptophyta,NA,Porellales,Lejeuneaceae,Ficus,Azolla caroliniana,0.96,0.42,0.15,0.13,0.05,0.04
uniq267,24345,+,Streptophyta,NA,Asterales,Asteraceae,Chromolaena,Chromolaena odorata,1,0.51,0.51,0.51,0.5,0.5
uniq252,25735,+,Streptophyta,NA,Sapindales,Anacardiaceae,Toxicodendron,NA,1,0.98,0.95,0.95,0.35,0.23
uniq271,24107,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Riccia lamellosa,1,0.29,0.17,0.15,0.13,0.06
uniq285,22940,+,Streptophyta,NA,Porellales,Lejeuneaceae,Pogonatum,Pogonatum nanum,0.92,0.33,0.09,0.09,0.06,0.03
uniq325,21009,+,Streptophyta,NA,Poales,Cyperaceae,Carex,Lejeunea anisophylla,0.9,0.39,0.12,0.1,0.05,0.03
uniq260,25065,+,Streptophyta,NA,Porellales,Lejeuneaceae,Piper,NA,0.91,0.42,0.23,0.16,0.08,0.03
uniq265,24440,+,Streptophyta,NA,Jungermanniales,Salviniaceae,Azolla,Azolla caroliniana,0.97,0.39,0.15,0.09,0.09,0.09
uniq344,20144,+,Streptophyta,NA,Asparagales,Orchidaceae,Azolla,Azolla caroliniana,0.99,0.47,0.16,0.12,0.07,0.05
uniq299,22285,+,Streptophyta,NA,Asparagales,Orchidaceae,Riccia,Sphagnum angustifolium,0.96,0.34,0.11,0.1,0.04,0.03
uniq277,23646,+,Streptophyta,NA,Fabales,Fabaceae,Calliandra,Calliandra haematocephala,1,1,1,1,1,0.46
uniq313,21422,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Azolla caroliniana,0.98,0.33,0.18,0.18,0.06,0.04
uniq266,24379,+,Streptophyta,NA,Caryophyllales,Amaranthaceae,Alternanthera,NA,1,1,1,1,0.98,0.95
uniq288,22787,+,Streptophyta,NA,Fabales,Fabaceae,Nitella,Riccia huebeneriana,0.97,0.53,0.12,0.12,0.04,0.03
uniq307,22012,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,unknown Riedelia ,0.96,0.37,0.11,0.08,0.07,0.03
uniq291,22765,+,Streptophyta,NA,Gentianales,Ricciaceae,Riccia,NA,0.96,0.38,0.09,0.08,0.08,0.04
uniq284,23086,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Bactris constanciae,0.93,0.42,0.09,0.07,0.06,0.04
uniq273,24048,+,Streptophyta,NA,Polytrichales,Polytrichaceae,Pogonatum,Pogonatum pensilvanicum,0.94,0.45,0.08,0.08,0.08,0.03
uniq272,24083,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella axillaris,1,0.48,0.11,0.11,0.11,0.06
uniq306,22027,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Cumulolejeunea ocellata,0.95,0.3,0.14,0.13,0.05,0.03
uniq290,22768,+,Streptophyta,NA,Fabales,Fabaceae,Diphysa,NA,1,1,1,1,1,0.42
uniq301,22214,+,Streptophyta,NA,Porellales,Characeae,Nitella,Nitella gracillima,0.93,0.43,0.08,0.07,0.07,0.05
uniq278,23511,+,Streptophyta,NA,Boraginales,Cordiaceae,Cordia,Cordia elaeagnoides,1,1,1,1,1,1
uniq295,22508,+,Streptophyta,NA,Alismatales,Araceae,Schismatoglottis,Aridarum pendek,0.99,0.36,0.21,0.21,0.05,0.04
uniq282,23151,+,Streptophyta,NA,Lamiales,Gesneriaceae,Primulina,Riccia huebeneriana,0.96,0.41,0.13,0.1,0.09,0.05
uniq280,23345,+,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Pisonia,Pisonia capitata,1,1,1,1,1,0.55
uniq283,23143,+,Streptophyta,NA,Fabales,Fabaceae,Harpalyce,NA,1,1,1,1,1,1
uniq268,24316,+,Streptophyta,NA,Gentianales,Rubiaceae,Begonia,Azolla caroliniana,0.93,0.58,0.08,0.08,0.06,0.03
uniq304,22112,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Riccia huebeneriana,0.97,0.38,0.11,0.1,0.1,0.07
uniq342,20189,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.9,0.26,0.12,0.12,0.12,0.09
uniq316,21267,+,Streptophyta,NA,Porellales,Lejeuneaceae,Nitella,Nitella gracillima,0.95,0.37,0.08,0.06,0.05,0.03
uniq287,22792,+,Streptophyta,NA,Porellales,Lejeuneaceae,Frullania,unknown Asterochloris ,0.91,0.42,0.14,0.08,0.05,0.03
uniq350,19784,+,Streptophyta,NA,Porellales,Lejeuneaceae,Nitella,Nitella gracillima,0.96,0.37,0.16,0.11,0.07,0.06
uniq303,22125,+,Streptophyta,NA,Brassicales,Brassicaceae,Raphanus,NA,1,1,1,1,0.89,0.89
uniq334,20458,+,Streptophyta,NA,Asparagales,Trebouxiaceae,Trebouxia,unknown Trebouxia ,0.86,0.4,0.09,0.07,0.07,0.05
uniq319,21158,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lepidolejeunea,Azolla caroliniana,0.95,0.35,0.17,0.17,0.06,0.04
uniq298,22407,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.97,0.36,0.16,0.14,0.06,0.05
uniq323,21054,+,Streptophyta,NA,Asparagales,Orchidaceae,Riccia,Riccia huebeneriana,0.92,0.37,0.13,0.09,0.04,0.04
uniq308,21968,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Ricciocarpos natans,0.94,0.31,0.14,0.13,0.07,0.04
uniq318,21193,+,Streptophyta,NA,Caryophyllales,Amaranthaceae,Amaranthus,NA,1,1,1,1,1,0.66
uniq352,19750,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.93,0.31,0.17,0.16,0.08,0.07
uniq332,20472,+,Streptophyta,NA,Fabales,Fabaceae,Myrcia,Myrcia aff. bergiana Amorim 1810,0.89,0.46,0.15,0.15,0.06,0.06
uniq311,21634,+,Streptophyta,NA,Asterales,Asteraceae,Otopappus,Otopappus verbesinoides,1,1,1,1,0.97,0.51
uniq279,23510,+,Streptophyta,NA,Lamiales,Bignoniaceae,Handroanthus,Handroanthus impetiginosus,1,1,1,1,0.94,0.94
uniq358,19503,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Sphagnum angustifolium,0.95,0.34,0.11,0.1,0.09,0.05
uniq336,20388,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Bactris constanciae,0.93,0.3,0.12,0.09,0.07,0.04
uniq349,19815,+,Streptophyta,NA,Porellales,Lejeuneaceae,Amentotaxus,NA,0.94,0.36,0.17,0.13,0.04,0.04
uniq345,20136,+,Streptophyta,NA,Porellales,Lejeuneaceae,Isoetes,Polytrichum piliferum,0.98,0.31,0.09,0.07,0.05,0.04
uniq365,19125,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Riccia huebeneriana,0.97,0.39,0.09,0.07,0.07,0.05
uniq322,21068,+,Streptophyta,NA,Caryophyllales,Amaranthaceae,Iresine,Iresine diffusa,1,0.94,0.92,0.33,0.3,0.3
uniq294,22588,+,Streptophyta,NA,Malvales,Malvaceae,Abutilon,Abutilon sandwicense,1,1,1,1,1,0.5
uniq302,22213,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Podopterus,Podopterus mexicanus,1,1,1,1,1,1
uniq348,19889,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,Azolla caroliniana,0.97,0.47,0.14,0.13,0.07,0.06
uniq286,22794,+,Streptophyta,NA,Fagales,Fagaceae,Quercus,NA,1,0.99,0.99,0.99,0.98,0.81
uniq355,19659,+,Streptophyta,NA,Asparagales,Lejeuneaceae,Cypella,unknown Basicladia ,0.94,0.32,0.13,0.08,0.04,0.03
uniq338,20297,+,Streptophyta,NA,Gentianales,Begoniaceae,Begonia,Habranthus andalgalensis,0.93,0.51,0.09,0.06,0.06,0.03
uniq371,18752,+,Streptophyta,NA,Fabales,Fabaceae,Polytrichadelphus,Polytrichadelphus magellanicus,0.96,0.42,0.1,0.1,0.04,0.04
uniq321,21075,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,unknown Riedelia ,0.94,0.27,0.19,0.14,0.06,0.05
uniq362,19246,+,Streptophyta,NA,Asparagales,Salviniaceae,Azolla,Azolla caroliniana,0.96,0.36,0.14,0.08,0.08,0.06
uniq312,21585,+,Streptophyta,NA,Asparagales,Fabaceae,Leucojum,NA,0.96,0.51,0.1,0.07,0.04,0.04
uniq337,20334,+,Streptophyta,NA,Fabales,Fabaceae,Cenostigma,Cenostigma eriostachys,1,1,1,1,1,0.96
uniq305,22059,+,Streptophyta,NA,Asterales,Asteraceae,Melanthera,Melanthera nivea,1,0.98,0.98,0.98,0.65,0.65
uniq293,22609,+,Streptophyta,NA,Asterales,Asteraceae,Tithonia,Tithonia diversifolia,1,1,1,1,0.98,0.5
uniq357,19530,+,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,NA,1,0.54,0.54,0.54,0.54,0.44
uniq341,20190,+,Streptophyta,NA,Asterales,Asteraceae,Zinnia,NA,1,1,1,1,0.91,0.53
uniq310,21768,+,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea temascaltepecensis,1,0.79,0.54,0.54,0.54,0.54
uniq309,21954,+,Streptophyta,NA,Caryophyllales,Polygonaceae,Ruprechtia,NA,1,1,1,1,1,0.4
uniq354,19661,+,Streptophyta,NA,Brassicales,Cleomaceae,NA,NA,1,1,1,1,0.98,0.98
uniq347,19891,+,Streptophyta,NA,Fagales,Fagaceae,Quercus,NA,1,0.92,0.92,0.92,0.92,0.37
uniq330,20619,+,Streptophyta,NA,Fabales,Fabaceae,Coursetia,Coursetia caribaea,1,1,1,1,1,0.9
uniq376,18337,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Riccia huebeneriana,0.95,0.36,0.09,0.06,0.05,0.02
uniq351,19771,+,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Heliocarpus,Heliocarpus appendiculatus,1,0.89,0.51,0.51,0.51,0.51
uniq361,19291,+,Streptophyta,NA,Lamiales,Lamiaceae,Nitella,Pogonatum inflexum,0.91,0.42,0.11,0.08,0.07,0.04
uniq317,21236,+,Streptophyta,NA,Fabales,Fabaceae,Mimosa,Mimosa scabrella,1,0.99,0.99,0.99,0.93,0.45
uniq364,19196,+,Streptophyta,NA,Fabales,Fabaceae,Vachellia,Vachellia collinsii,1,1,1,1,1,0.97
uniq374,18398,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Acalypha,Acalypha rhomboidea,1,1,1,1,1,1
uniq328,20872,+,Streptophyta,NA,Boraginales,Cordiaceae,Cordia,Cordia alliodora,1,1,1,1,1,0.95
uniq335,20451,+,Streptophyta,NA,Porellales,Lejeuneaceae,Piper,unknown Trebouxia ,0.92,0.46,0.11,0.1,0.07,0.03
uniq372,18665,+,Streptophyta,NA,Poales,Poaceae,Ombrophytum,Ombrophytum violaceum,0.9,0.45,0.1,0.09,0.07,0.07
uniq382,18090,+,Streptophyta,NA,Fabales,Fabaceae,Azolla,Riccia huebeneriana,0.98,0.44,0.17,0.17,0.04,0.04
uniq359,19457,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.92,0.37,0.11,0.11,0.11,0.1
uniq320,21108,+,Streptophyta,NA,Myrtales,Myrtaceae,Campomanesia,NA,1,0.99,0.99,0.99,0.98,0.96
uniq329,20630,+,Streptophyta,NA,Fabales,Fabaceae,Lonchocarpus,NA,1,1,1,1,1,0.73
uniq378,18299,+,Streptophyta,NA,Asparagales,Orchidaceae,Nitella,Polytrichum piliferum,0.96,0.38,0.08,0.07,0.05,0.02
uniq346,20012,+,Streptophyta,NA,Asparagales,Amaryllidaceae,Allium,Allium sativum,0.86,0.38,0.26,0.15,0.15,0.07
uniq369,18908,+,Streptophyta,NA,Sapindales,Anacardiaceae,Pistacia,Pistacia cucphuongensis,1,0.98,0.94,0.94,0.71,0.21
uniq397,17518,+,Streptophyta,NA,Fabales,Fabaceae,Riccia,NA,0.92,0.47,0.11,0.11,0.04,0.03
uniq379,18248,+,Streptophyta,NA,Porellales,Orchidaceae,Frullania,NA,0.88,0.33,0.09,0.06,0.06,0.03
uniq339,20265,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Cyclanthera,Cyclanthera carthagenensis,1,1,1,1,1,0.97
uniq393,17775,+,Streptophyta,NA,Fabales,Fabaceae,Azolla,Azolla caroliniana,0.97,0.48,0.11,0.11,0.05,0.05
uniq363,19214,+,Streptophyta,NA,Sapindales,Sapindaceae,Thouinia,Thouinia paucidentata,1,1,1,1,1,0.98
uniq387,17881,+,Streptophyta,NA,Porellales,Lejeuneaceae,Pogonatum,Piptospatha elongata,0.96,0.4,0.11,0.11,0.05,0.03
uniq377,18326,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.95,0.4,0.12,0.12,0.06,0.04
uniq315,21302,+,Streptophyta,NA,Fabales,Fabaceae,Senna,NA,1,0.75,0.55,0.55,0.44,0.32
uniq366,19097,+,Streptophyta,NA,Fabales,Fabaceae,Leucaena,NA,1,1,1,1,1,0.65
uniq375,18340,+,Streptophyta,NA,Cornales,Loasaceae,Gronovia,Gronovia scandens,1,1,1,1,1,1
uniq327,20970,+,Streptophyta,NA,Cornales,Loasaceae,Gronovia,Gronovia scandens,1,1,1,1,1,1
uniq401,17243,+,Streptophyta,NA,Asparagales,Orchidaceae,Primulina,Cyrtolejeunea holostipa,0.91,0.47,0.09,0.09,0.03,0.02
uniq405,17181,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,NA,0.97,0.36,0.17,0.16,0.05,0.04
uniq399,17276,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.97,0.37,0.11,0.1,0.09,0.09
uniq388,17874,+,Streptophyta,NA,Porellales,Lejeuneaceae,Dicranoloma,Ricciocarpos natans,0.96,0.42,0.15,0.12,0.06,0.04
uniq360,19453,+,Streptophyta,NA,Cucurbitales,Cucurbitaceae,Cyclanthera,NA,1,1,1,1,0.48,0.26
uniq402,17220,+,Streptophyta,NA,Alismatales,Araceae,Schismatoglottis,NA,1,0.49,0.16,0.16,0.05,0.05
uniq420,16827,+,Streptophyta,NA,Porellales,Lejeuneaceae,Dioon,NA,0.94,0.41,0.1,0.07,0.04,0.04
uniq297,22419,+,Streptophyta,NA,Lamiales,Acanthaceae,Anisacanthus,Anisacanthus puberulus,1,1,1,1,0.51,0.32
uniq343,20180,+,Streptophyta,NA,Fabales,Fabaceae,Chloroleucon,NA,1,1,1,1,0.99,0.74
uniq396,17542,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Prototheca blaschkeae,0.96,0.4,0.14,0.14,0.06,0.04
uniq390,17820,+,Streptophyta,NA,Charales,Characeae,Nitella,Nitella gracillima,0.97,0.46,0.1,0.1,0.1,0.04
uniq353,19713,+,Streptophyta,NA,Asterales,Asteraceae,Otopappus,Otopappus epaleaceus,1,0.99,0.98,0.98,0.96,0.48
uniq416,16949,+,Streptophyta,NA,Porellales,Lejeuneaceae,Pogonatum,Riccia huebeneriana,0.99,0.4,0.09,0.09,0.07,0.04
uniq368,18994,+,Streptophyta,NA,Asterales,Asteraceae,Tithonia,Tithonia rotundifolia,1,1,1,1,0.99,0.75
uniq413,16974,+,Streptophyta,NA,Fabales,Fabaceae,Azolla,NA,1,0.41,0.17,0.17,0.07,0.05
uniq418,16895,+,Streptophyta,NA,Fabales,Fabaceae,Azolla,Azolla caroliniana,0.93,0.46,0.09,0.09,0.03,0.03
uniq424,16454,+,Streptophyta,NA,Gentianales,Rubiaceae,Azolla,Azolla caroliniana,0.94,0.41,0.08,0.06,0.06,0.06
uniq384,17948,+,Streptophyta,NA,Marchantiales,Ricciaceae,Riccia,Riccia huebeneriana,0.95,0.4,0.13,0.13,0.13,0.11
uniq407,17107,+,Streptophyta,NA,Santalales,Loranthaceae,Cladocolea,Cladocolea cupulata,1,1,1,1,0.37,0.33
uniq428,16315,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.96,0.32,0.14,0.13,0.1,0.08
uniq430,16222,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.92,0.34,0.08,0.08,0.08,0.07
uniq421,16809,+,Streptophyta,NA,Porellales,Lejeuneaceae,Gnetum,Caudalejeunea reniloba,0.94,0.52,0.14,0.14,0.07,0.05
uniq427,16391,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.88,0.29,0.1,0.08,0.06,0.05
uniq385,17939,+,Streptophyta,NA,Solanales,Convolvulaceae,Ipomoea,NA,1,0.51,0.51,0.51,0.51,0.51
uniq438,16009,+,Streptophyta,NA,Porellales,Lejeuneaceae,Allium,Cornus officinalis,0.98,0.49,0.1,0.08,0.04,0.03
uniq392,17785,+,Streptophyta,NA,Asparagales,Cucurbitaceae,Klebsormidium,unknown Boodlea ,0.91,0.41,0.08,0.06,0.05,0.03
uniq391,17787,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lepidolejeunea,Riccia huebeneriana,0.96,0.33,0.14,0.13,0.05,0.04
uniq389,17820,+,Streptophyta,NA,Myrtales,Myrtaceae,Eugenia,NA,1,0.98,0.98,0.98,0.94,0.82
uniq411,16998,+,Streptophyta,NA,Porellales,Lejeuneaceae,Riccia,Riccia huebeneriana,0.97,0.46,0.11,0.1,0.07,0.07
uniq431,16198,+,Streptophyta,NA,Porellales,Lejeuneaceae,Lejeunea,NA,0.95,0.35,0.12,0.1,0.06,0.05
uniq373,18478,+,Streptophyta,NA,Malpighiales,Salicaceae,Casearia,NA,1,0.81,0.8,0.79,0.71,0.71
uniq398,17415,+,Streptophyta,NA,Fabales,Fabaceae,Azolla,Azolla caroliniana,0.99,0.59,0.12,0.12,0.06,0.06
uniq404,17188,+,Streptophyta,NA,Malpighiales,Salicaceae,Casearia,NA,1,0.95,0.91,0.91,0.79,0.79
uniq426,16406,+,Streptophyta,NA,Porellales,Lejeuneaceae,Azolla,Azolla caroliniana,0.91,0.32,0.1,0.1,0.07,0.07
uniq456,15195,+,Streptophyta,NA,Salviniales,Salviniaceae,Azolla,Azolla caroliniana,0.96,0.33,0.13,0.13,0.13,0.1
uniq437,16017,+,Streptophyta,NA,Asparagales,Orchidaceae,Azolla,Azolla caroliniana,0.95,0.35,0.1,0.09,0.04,0.03
uniq415,16956,+,Streptophyta,NA,Malpighiales,Euphorbiaceae,Croton,Croton morifolius,1,1,1,1,1,1
uniq394,17639,+,Streptophyta,NA,Malpighiales,Salicaceae,Casearia,NA,1,0.93,0.89,0.88,0.75,0.75
uniq429,16297,+,Streptophyta,NA,Zingiberales,Zingiberaceae,Azolla,unknown Riedelia ,0.9,0.35,0.1,0.09,0.07,0.05
uniq435,16089,+,Streptophyta,NA,Zingiberales,Zingiberaceae,Riedelia,unknown Riedelia ,0.97,0.38,0.13,0.13,0.07,0.07
uniq434,16108,+,Streptophyta,NA,Porellales,Lejeuneaceae,Nitella,Nitella axillaris,0.97,0.43,0.15,0.15,0.09,0.05
uniq417,16903,+,Streptophyta,NA,Asparagales,Orchidaceae,Riccia,Azolla caroliniana,0.95,0.29,0.12,0.1,0.05,0.04
uniq422,16720,+,Streptophyta,NA,Lamiales,Characeae,Nitella,Nitella axillaris,0.98,0.5,0.13,0.08,0.08,0.04
uniq410,17031,+,Streptophyta,NA,Fabales,Fabaceae,Cenostigma,Cenostigma eriostachys,1,1,1,1,1,1
uniq400,17257,+,Streptophyta,NA,Asterales,Asteraceae,Wedelia,Wedelia simsioides,1,1,1,1,0.45,0.43
uniq440,15996,+,Streptophyta,NA,Jungermanniales,Fabaceae,Syzygiella,Syzygiella anomala,0.96,0.35,0.1,0.06,0.04,0.04
uniq446,15764,+,Streptophyta,NA,Fabales,Fabaceae,Sternbergia,Nitella rigida,0.9,0.43,0.13,0.13,0.05,0.04
